class,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65
1,-1,38,-1,-1,29,-1,-1,41,-1,-1,53,-1,38,-1,-1,38,-1,-1,41,-1,-1,41,-1,-1,-1,3.0,-1,-1,24.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,45,15,0,0,17,45,0,0,0,0,0,-1,1.118033988749895,-1,0.0,-1,-1,69
1,-1,36,-1,-1,32,-1,-1,41,-1,-1,55,-1,36,-1,-1,38,-1,-1,41,-1,-1,43,-1,-1,-1,5.0,-1,-1,23.0,-1,7.0710678118654755,-1,-1,7.0710678118654755,-1,-1,6,0,0,6,0,0,0,0,0,0,0,59,16,0,0,38,54,0,0,0,0,0,-1,3.8078865529319543,-1,2.0,-1,-1,88
1,-1,38,-1,-1,26,-1,-1,43,-1,-1,55,-1,38,-1,-1,36,-1,-1,43,-1,-1,41,-1,-1,-1,5.0,-1,-1,29.0,-1,7.0710678118654755,-1,-1,7.0710678118654755,-1,-1,6,0,0,6,0,0,0,0,0,0,0,52,39,0,0,27,60,0,0,0,0,0,-1,0.7071067811865476,-1,2.0,-1,-1,94
1,-1,39,-1,-1,30,-1,-1,42,-1,-1,52,-1,39,-1,-1,37,-1,-1,42,-1,-1,40,-1,-1,-1,3.0,-1,-1,22.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,39,19,0,0,2,54,0,0,0,0,0,-1,1.118033988749895,-1,2.0,-1,-1,61
1,-1,37,-1,-1,38,-1,-1,40,-1,-1,52,-1,37,-1,-1,39,-1,-1,40,-1,-1,42,-1,-1,-1,3.0,-1,-1,14.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,39,2,0,0,15,40,0,0,0,0,0,-1,5.220153254455275,-1,2.0,-1,-1,56
1,-1,40,-1,-1,37,-1,-1,-1,-1,-1,50,-1,40,-1,-1,39,-1,-1,41,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,13.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,30,3,0,0,0,37,0,0,0,0,0,-1,-1.0,-1,-1.0,-1,-1,37
1,-1,39,-1,-1,37,-1,-1,40,-1,-1,49,-1,39,-1,-1,39,-1,-1,40,-1,-1,40,-1,-1,-1,1.0,-1,-1,12.0,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,2,0,0,2,0,0,0,0,0,0,0,33,3,0,0,6,36,0,0,0,0,0,-1,3.0413812651491097,-1,0.0,-1,-1,42
1,-1,41,-1,-1,31,-1,-1,42,-1,-1,39,-1,39,-1,-1,38,-1,-1,42,-1,-1,39,-1,-1,-1,1.0,-1,-1,8.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,32,12,0,0,0,28,0,0,0,0,0,-1,5.220153254455275,-1,2.0,-1,-1,45
1,-1,39,-1,-1,29,-1,-1,41,-1,-1,45,-1,38,-1,-1,39,-1,-1,41,-1,-1,40,-1,-1,-1,2.0,-1,-1,16.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,4,0,0,2,0,0,0,0,0,0,0,37,12,0,0,6,39,0,0,0,0,0,-1,3.0,-1,0.0,-1,-1,43
1,-1,39,-1,-1,43,-1,-1,-1,-1,-1,48,-1,39,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,5.0,-1,-1.0,-1,-1,-1.0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,25,0,0,0,3,16,0,0,0,0,0,-1,-1.0,-1,-1.0,-1,-1,26
1,-1,39,-1,-1,41,-1,-1,-1,-1,-1,49,-1,38,-1,-1,40,-1,-1,39,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,8.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,33,0,0,0,4,22,0,0,0,0,0,-1,-1.0,-1,-1.0,-1,-1,34
1,-1,41,-1,-1,24,-1,-1,42,-1,-1,33,-1,41,-1,-1,37,-1,-1,42,-1,-1,38,-1,-1,-1,1.0,-1,-1,9.0,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,2,0,0,2,0,0,0,0,0,0,0,24,25,0,0,0,20,0,0,0,0,0,-1,11.597413504743201,-1,4.0,-1,-1,36
1,-1,40,-1,-1,31,-1,-1,41,-1,-1,41,-1,36,-1,-1,38,-1,-1,42,-1,-1,39,-1,-1,-1,1.0,-1,-1,10.0,-1,8.48528137423857,-1,-1,1.4142135623730951,-1,-1,5,0,0,2,0,0,0,0,0,0,0,47,13,0,0,0,30,0,0,0,0,0,-1,4.031128874149275,-1,1.5811388300841898,-1,-1,44
1,-1,39,-1,-1,38,-1,-1,40,-1,-1,43,-1,38,-1,-1,39,-1,-1,40,-1,-1,40,-1,-1,-1,1.0,-1,-1,5.0,-1,2.8284271247461903,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,19,2,0,0,3,20,0,0,0,0,0,-1,0.7071067811865476,-1,0.7071067811865476,-1,-1,23
1,-1,39,-1,-1,42,-1,-1,-1,-1,-1,48,-1,38,-1,-1,40,-1,-1,39,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,6.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,29,0,0,0,3,26,0,0,0,0,0,-1,-1.0,-1,-1.0,-1,-1,31
1,-1,40,-1,-1,34,-1,-1,-1,-1,-1,43,-1,40,-1,-1,39,-1,-1,41,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,9.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,27,6,0,0,0,28,0,0,0,0,0,-1,-1.0,-1,-1.0,-1,-1,31
1,-1,40,-1,-1,36,-1,-1,41,-1,-1,41,-1,40,-1,-1,39,-1,-1,41,-1,-1,-1,-1,-1,-1,1.0,-1,-1,5.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,16,4,0,0,0,19,0,0,0,0,0,-1,1.5811388300841898,-1,-1.0,-1,-1,19
1,-1,38,-1,-1,42,-1,-1,39,-1,-1,50,-1,38,-1,-1,40,-1,-1,39,-1,-1,-1,-1,-1,-1,1.0,-1,-1,8.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,30,0,0,0,4,26,0,0,0,0,0,-1,6.18465843842649,-1,-1.0,-1,-1,33
1,-1,38,-1,-1,37,-1,-1,41,-1,-1,51,-1,38,-1,-1,38,-1,-1,41,-1,-1,41,-1,-1,-1,3.0,-1,-1,14.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,49,5,0,0,5,39,0,0,0,0,0,-1,4.031128874149275,-1,0.0,-1,-1,68
1,-1,39,-1,-1,32,-1,-1,40,-1,-1,50,-1,39,-1,-1,39,-1,-1,40,-1,-1,40,-1,-1,-1,1.0,-1,-1,18.0,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,2,0,0,2,0,0,0,0,0,0,0,43,8,0,0,10,45,0,0,0,0,0,-1,1.118033988749895,-1,0.0,-1,-1,62
1,-1,40,-1,-1,35,-1,-1,43,-1,-1,55,-1,40,-1,-1,36,-1,-1,43,-1,-1,39,-1,-1,-1,3.0,-1,-1,20.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,16,20,0,0,0,64,0,0,0,0,0,-1,5.220153254455275,-1,4.0,-1,-1,84
1,-1,39,-1,-1,31,-1,-1,40,-1,-1,44,-1,39,-1,-1,39,-1,-1,43,-1,-1,40,-1,-1,-1,1.0,-1,-1,13.0,-1,5.656854249492381,-1,-1,1.4142135623730951,-1,-1,5,0,0,2,0,0,0,0,0,0,0,37,9,0,0,4,48,0,0,0,0,0,-1,2.5495097567963922,-1,2.1213203435596424,-1,-1,46
1,-1,36,-1,-1,52,-1,-1,39,-1,-1,55,-1,36,-1,-1,40,-1,-1,39,-1,-1,42,-1,-1,-1,3.0,-1,-1,3.0,-1,4.242640687119285,-1,-1,2.8284271247461903,-1,-1,4,0,0,3,0,0,0,0,0,0,0,64,0,0,0,12,16,0,0,0,0,0,-1,13.729530217745982,-1,3.5355339059327378,-1,-1,79
1,-1,41,-1,-1,28,-1,-1,43,-1,-1,38,-1,41,-1,-1,37,-1,-1,43,-1,-1,38,-1,-1,-1,2.0,-1,-1,10.0,-1,2.8284271247461903,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,29,21,0,0,0,48,0,0,0,0,0,-1,7.280109889280518,-1,4.527692569068709,-1,-1,47
1,-1,39,-1,-1,24,-1,-1,40,-1,-1,53,-1,39,-1,-1,39,-1,-1,43,-1,-1,40,-1,-1,-1,1.0,-1,-1,29.0,-1,5.656854249492381,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,35,16,0,0,14,54,0,0,0,0,0,-1,1.5811388300841898,-1,2.1213203435596424,-1,-1,69
1,-1,39,-1,-1,26,-1,-1,41,-1,-1,55,-1,36,-1,-1,39,-1,-1,43,-1,-1,40,-1,-1,-1,2.0,-1,-1,29.0,-1,9.899494936611665,-1,-1,1.4142135623730951,-1,-1,8,0,0,2,0,0,0,0,0,0,0,60,14,0,0,16,62,0,0,0,0,0,-1,0.5,-1,0.0,-1,-1,76
1,-1,36,-1,-1,24,-1,-1,40,-1,-1,55,-1,37,-1,-1,39,-1,-1,40,-1,-1,42,-1,-1,-1,4.0,-1,-1,31.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,26,16,0,0,26,29,0,0,0,0,0,-1,2.0615528128088303,-1,2.0,-1,-1,62
1,-1,36,-1,-1,24,-1,-1,40,-1,-1,53,-1,36,-1,-1,39,-1,-1,40,-1,-1,43,-1,-1,-1,4.0,-1,-1,29.0,-1,5.656854249492381,-1,-1,5.656854249492381,-1,-1,5,0,0,5,0,0,0,0,0,0,0,55,26,0,0,63,14,0,0,0,0,0,-1,2.5,-1,3.0,-1,-1,68
1,-1,38,-1,-1,42,-1,-1,39,-1,-1,55,-1,36,-1,-1,40,-1,-1,39,-1,-1,41,-1,-1,-1,1.0,-1,-1,13.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,4,0,0,2,0,0,0,0,0,0,0,44,0,0,0,16,44,0,0,0,0,0,-1,8.631338250816034,-1,3.1622776601683795,-1,-1,85
1,-1,40,-1,-1,31,-1,-1,41,-1,-1,53,-1,40,-1,-1,38,-1,-1,43,-1,-1,39,-1,-1,-1,1.0,-1,-1,22.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,4,0,0,2,0,0,0,0,0,0,0,35,17,0,0,0,58,0,0,0,0,0,-1,2.0615528128088303,-1,3.1622776601683795,-1,-1,63
1,-1,39,-1,-1,24,-1,-1,40,-1,-1,47,-1,36,-1,-1,39,-1,-1,43,-1,-1,40,-1,-1,-1,1.0,-1,-1,23.0,-1,9.899494936611665,-1,-1,1.4142135623730951,-1,-1,8,0,0,2,0,0,0,0,0,0,0,59,16,0,0,8,51,0,0,0,0,0,-1,4.527692569068709,-1,0.0,-1,-1,62
1,-1,39,-1,-1,29,-1,-1,43,-1,-1,48,-1,39,-1,-1,37,-1,-1,43,-1,-1,40,-1,-1,-1,4.0,-1,-1,19.0,-1,5.656854249492381,-1,-1,4.242640687119285,-1,-1,5,0,0,4,0,0,0,0,0,0,0,33,22,0,0,9,57,0,0,0,0,0,-1,1.8027756377319946,-1,2.5495097567963922,-1,-1,60
1,-1,38,-1,-1,32,-1,-1,40,-1,-1,40,-1,39,-1,-1,39,-1,-1,40,-1,-1,41,-1,-1,-1,2.0,-1,-1,8.0,-1,1.4142135623730951,-1,-1,2.8284271247461903,-1,-1,2,0,0,3,0,0,0,0,0,0,0,8,24,0,0,28,1,0,0,0,0,0,-1,4.123105625617661,-1,0.7071067811865476,-1,-1,32
1,-1,39,-1,-1,24,-1,-1,40,-1,-1,55,-1,36,-1,-1,39,-1,-1,40,-1,-1,40,-1,-1,-1,1.0,-1,-1,31.0,-1,5.656854249492381,-1,-1,1.4142135623730951,-1,-1,5,0,0,2,0,0,0,0,0,0,0,56,16,0,0,16,47,0,0,0,0,0,-1,0.7071067811865476,-1,2.1213203435596424,-1,-1,66
1,-1,36,-1,-1,41,-1,-1,39,-1,-1,55,-1,36,-1,-1,40,-1,-1,41,-1,-1,42,-1,-1,-1,3.0,-1,-1,14.0,-1,7.0710678118654755,-1,-1,2.8284271247461903,-1,-1,5,0,0,3,0,0,0,0,0,0,0,47,0,0,0,30,43,0,0,0,0,0,-1,8.381527307120106,-1,2.5495097567963922,-1,-1,59
1,-1,39,-1,-1,38,-1,-1,40,-1,-1,48,-1,37,-1,-1,39,-1,-1,40,-1,-1,40,-1,-1,-1,1.0,-1,-1,10.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,4,0,0,2,0,0,0,0,0,0,0,43,2,0,0,5,20,0,0,0,0,0,-1,3.0413812651491097,-1,1.4142135623730951,-1,-1,35
1,-1,38,-1,-1,38,-1,-1,40,-1,-1,46,-1,38,-1,-1,39,-1,-1,40,-1,-1,41,-1,-1,-1,2.0,-1,-1,8.0,-1,2.8284271247461903,-1,-1,2.8284271247461903,-1,-1,3,0,0,3,0,0,0,0,0,0,0,28,2,0,0,9,24,0,0,0,0,0,-1,2.23606797749979,-1,1.0,-1,-1,37
1,-1,39,-1,-1,26,-1,-1,40,-1,-1,55,-1,39,-1,-1,39,-1,-1,43,-1,-1,40,-1,-1,-1,1.0,-1,-1,29.0,-1,5.656854249492381,-1,-1,1.4142135623730951,-1,-1,5,0,0,2,0,0,0,0,0,0,0,39,14,0,0,8,46,0,0,0,0,0,-1,0.7071067811865476,-1,2.1213203435596424,-1,-1,56
1,-1,36,-1,-1,25,-1,-1,43,-1,-1,55,-1,36,-1,-1,36,-1,-1,43,-1,-1,43,-1,-1,-1,7.0,-1,-1,30.0,-1,9.899494936611665,-1,-1,9.899494936611665,-1,-1,8,0,0,8,0,0,0,0,0,0,0,64,57,0,0,50,64,0,0,0,0,0,-1,0.5,-1,0.0,-1,-1,183
1,-1,36,-1,-1,24,-1,-1,43,-1,-1,55,-1,36,-1,-1,36,-1,-1,43,-1,-1,43,-1,-1,-1,7.0,-1,-1,31.0,-1,9.899494936611665,-1,-1,9.899494936611665,-1,-1,8,0,0,8,0,0,0,0,0,0,0,58,64,0,0,58,64,0,0,0,0,0,-1,0.7071067811865476,-1,0.0,-1,-1,184
1,-1,40,-1,-1,24,-1,-1,43,-1,-1,52,-1,40,-1,-1,36,-1,-1,43,-1,-1,39,-1,-1,-1,3.0,-1,-1,28.0,-1,4.242640687119285,-1,-1,4.242640687119285,-1,-1,4,0,0,4,0,0,0,0,0,0,0,0,61,0,0,18,43,0,0,0,0,0,-1,2.5,-1,4.0,-1,-1,95
1,-1,36,-1,-1,24,-1,-1,43,-1,-1,55,-1,36,-1,-1,36,-1,-1,43,-1,-1,43,-1,-1,-1,7.0,-1,-1,31.0,-1,9.899494936611665,-1,-1,9.899494936611665,-1,-1,8,0,0,8,0,0,0,0,0,0,0,59,64,0,0,64,64,0,0,0,0,0,-1,0.7071067811865476,-1,0.0,-1,-1,222
1,-1,36,-1,-1,25,-1,-1,40,-1,-1,53,-1,36,-1,-1,39,-1,-1,40,-1,-1,43,-1,-1,-1,4.0,-1,-1,28.0,-1,5.656854249492381,-1,-1,5.656854249492381,-1,-1,5,0,0,5,0,0,0,0,0,0,0,41,45,0,0,63,14,0,0,0,0,0,-1,2.23606797749979,-1,3.0,-1,-1,79
2,-1,30,-1,-1,23,-1,-1,31,-1,-1,24,-1,27,-1,-1,45,-1,-1,29,-1,-1,46,-1,-1,-1,1.0,-1,-1,1.0,-1,2.8284271247461903,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,80,34,0,0,54,0,0,0,0,0,0,-1,19.03943276465977,-1,18.34393632784414,-1,-1,99
2,-1,30,-1,-1,22,-1,-1,32,-1,-1,24,-1,26,-1,-1,43,-1,-1,28,-1,-1,46,-1,-1,-1,2.0,-1,-1,2.0,-1,2.8284271247461903,-1,-1,4.242640687119285,-1,-1,3,0,0,4,0,0,0,0,0,0,0,93,42,0,0,80,0,0,0,0,0,0,-1,19.235384061671343,-1,19.03943276465977,-1,-1,125
2,-1,33,-1,-1,24,-1,-1,36,-1,-1,57,-1,26,-1,-1,43,-1,-1,31,-1,-1,44,-1,-1,-1,3.0,-1,-1,33.0,-1,7.0710678118654755,-1,-1,1.4142135623730951,-1,-1,6,0,0,2,0,0,0,0,0,0,0,59,19,0,0,53,3,0,0,0,0,0,-1,5.522680508593631,-1,16.55294535724685,-1,-1,78
2,-1,30,-1,-1,24,-1,-1,33,-1,-1,-1,-1,26,-1,-1,44,-1,-1,29,-1,-1,45,-1,-1,-1,3.0,-1,-1,-1.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,4,0,0,2,0,0,0,0,0,0,0,76,24,0,0,65,0,0,0,0,0,0,-1,-1.0,-1,18.384776310850235,-1,-1,93
2,-1,30,-1,-1,24,-1,-1,32,-1,-1,26,-1,26,-1,-1,26,-1,-1,29,-1,-1,47,-1,-1,-1,2.0,-1,-1,2.0,-1,4.242640687119285,-1,-1,29.698484809834994,-1,-1,4,0,0,5,0,0,0,0,0,0,0,84,35,0,0,56,0,0,0,0,0,0,-1,17.4928556845359,-1,17.4928556845359,-1,-1,99
2,-1,29,-1,-1,23,-1,-1,33,-1,-1,26,-1,26,-1,-1,46,-1,-1,31,-1,-1,47,-1,-1,-1,4.0,-1,-1,3.0,-1,7.0710678118654755,-1,-1,1.4142135623730951,-1,-1,6,0,0,2,0,0,0,0,0,0,0,97,57,0,0,57,0,0,0,0,0,0,-1,17.92344832893492,-1,18.439088914585774,-1,-1,120
2,-1,30,-1,-1,25,-1,-1,32,-1,-1,26,-1,26,-1,-1,46,-1,-1,29,-1,-1,48,-1,-1,-1,2.0,-1,-1,1.0,-1,4.242640687119285,-1,-1,2.8284271247461903,-1,-1,4,0,0,3,0,0,0,0,0,0,0,82,48,0,0,58,0,0,0,0,0,0,-1,17.066048165876012,-1,20.0124960961895,-1,-1,103
2,-1,29,-1,-1,22,-1,-1,32,-1,-1,25,-1,26,-1,-1,46,-1,-1,30,-1,-1,48,-1,-1,-1,3.0,-1,-1,3.0,-1,5.656854249492381,-1,-1,2.8284271247461903,-1,-1,5,0,0,3,0,0,0,0,0,0,0,117,49,0,0,64,0,0,0,0,0,0,-1,19.03943276465977,-1,19.4164878389476,-1,-1,128
2,-1,32,-1,-1,23,-1,-1,34,-1,-1,57,-1,26,-1,-1,43,-1,-1,29,-1,-1,44,-1,-1,-1,2.0,-1,-1,34.0,-1,4.242640687119285,-1,-1,1.4142135623730951,-1,-1,4,0,0,2,0,0,0,0,0,0,0,121,62,0,0,54,4,0,0,0,0,0,-1,7.0,-1,17.88854381999832,-1,-1,132
2,-1,36,-1,-1,25,-1,-1,40,-1,-1,47,-1,27,-1,-1,39,-1,-1,40,-1,-1,42,-1,-1,-1,4.0,-1,-1,22.0,-1,18.384776310850235,-1,-1,4.242640687119285,-1,-1,14,0,0,4,0,0,0,0,0,0,0,106,38,0,0,16,51,0,0,0,0,0,-1,4.47213595499958,-1,8.602325267042627,-1,-1,107
2,-1,29,-1,-1,22,-1,-1,31,-1,-1,52,-1,27,-1,-1,44,-1,-1,29,-1,-1,46,-1,-1,-1,2.0,-1,-1,30.0,-1,2.8284271247461903,-1,-1,2.8284271247461903,-1,-1,3,0,0,3,0,0,0,0,0,0,0,79,34,0,0,47,34,0,0,0,0,0,-1,10.44030650891055,-1,18.027756377319946,-1,-1,107
2,-1,27,-1,-1,22,-1,-1,30,-1,-1,52,-1,27,-1,-1,27,-1,-1,28,-1,-1,46,-1,-1,-1,3.0,-1,-1,30.0,-1,1.4142135623730951,-1,-1,26.870057685088806,-1,-1,2,0,0,3,0,0,0,0,0,0,0,72,39,0,0,48,35,0,0,0,0,0,-1,11.884864324004713,-1,17.4928556845359,-1,-1,104
2,-1,27,-1,-1,24,-1,-1,30,-1,-1,53,-1,29,-1,-1,26,-1,-1,-1,-1,-1,47,-1,-1,-1,3.0,-1,-1,29.0,-1,-1.0,-1,-1,29.698484809834994,-1,-1,1,0,0,3,0,0,0,0,0,0,0,62,23,0,0,51,29,0,0,0,0,0,-1,11.597413504743201,-1,-1.0,-1,-1,83
2,-1,30,-1,-1,22,-1,-1,33,-1,-1,48,-1,27,-1,-1,28,-1,-1,28,-1,-1,44,-1,-1,-1,3.0,-1,-1,26.0,-1,1.4142135623730951,-1,-1,22.627416997969522,-1,-1,2,0,0,3,0,0,0,0,0,0,0,80,33,0,0,32,45,0,0,0,0,0,-1,9.86154146165801,-1,17.67766952966369,-1,-1,101
2,-1,31,-1,-1,22,-1,-1,35,-1,-1,48,-1,27,-1,-1,26,-1,-1,29,-1,-1,43,-1,-1,-1,4.0,-1,-1,26.0,-1,2.8284271247461903,-1,-1,24.041630560342615,-1,-1,3,0,0,3,0,0,0,0,0,0,0,83,40,0,0,27,40,0,0,0,0,0,-1,8.602325267042627,-1,17.7341478509682,-1,-1,103
2,-1,30,-1,-1,22,-1,-1,32,-1,-1,55,-1,26,-1,-1,44,-1,-1,29,-1,-1,46,-1,-1,-1,2.0,-1,-1,33.0,-1,4.242640687119285,-1,-1,2.8284271247461903,-1,-1,4,0,0,3,0,0,0,0,0,0,0,93,53,0,0,56,29,0,0,0,0,0,-1,9.12414379544733,-1,18.66815470259447,-1,-1,129
2,-1,30,-1,-1,22,-1,-1,34,-1,-1,51,-1,27,-1,-1,42,-1,-1,31,-1,-1,44,-1,-1,-1,4.0,-1,-1,29.0,-1,5.656854249492381,-1,-1,2.8284271247461903,-1,-1,5,0,0,3,0,0,0,0,0,0,0,116,63,0,0,42,35,0,0,0,0,0,-1,8.73212459828649,-1,15.652475842498529,-1,-1,140
2,-1,30,-1,-1,23,-1,-1,34,-1,-1,50,-1,28,-1,-1,43,-1,-1,29,-1,-1,44,-1,-1,-1,4.0,-1,-1,27.0,-1,1.4142135623730951,-1,-1,1.4142135623730951,-1,-1,2,0,0,2,0,0,0,0,0,0,0,88,65,0,0,45,35,0,0,0,0,0,-1,8.73212459828649,-1,16.55294535724685,-1,-1,140
2,-1,33,-1,-1,23,-1,-1,36,-1,-1,48,-1,27,-1,-1,42,-1,-1,28,-1,-1,-1,-1,-1,-1,3.0,-1,-1,25.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,74,55,0,0,17,34,0,0,0,0,0,-1,7.106335201775948,-1,-1.0,-1,-1,86
2,-1,31,-1,-1,22,-1,-1,33,-1,-1,49,-1,27,-1,-1,26,-1,-1,28,-1,-1,44,-1,-1,-1,2.0,-1,-1,27.0,-1,1.4142135623730951,-1,-1,25.45584412271571,-1,-1,2,0,0,4,0,0,0,0,0,0,0,56,30,0,0,24,29,0,0,0,0,0,-1,9.17877987534291,-1,18.12456896039186,-1,-1,72
2,-1,28,-1,-1,22,-1,-1,30,-1,-1,53,-1,26,-1,-1,26,-1,-1,27,-1,-1,46,-1,-1,-1,2.0,-1,-1,31.0,-1,1.4142135623730951,-1,-1,28.284271247461902,-1,-1,2,0,0,3,0,0,0,0,0,0,0,69,39,0,0,37,25,0,0,0,0,0,-1,11.280514172678478,-1,19.03943276465977,-1,-1,93
2,-1,31,-1,-1,22,-1,-1,33,-1,-1,50,-1,27,-1,-1,26,-1,-1,-1,-1,-1,44,-1,-1,-1,2.0,-1,-1,28.0,-1,-1.0,-1,-1,25.45584412271571,-1,-1,1,0,0,2,0,0,0,0,0,0,0,61,34,0,0,21,16,0,0,0,0,0,-1,8.94427190999916,-1,-1.0,-1,-1,72
2,-1,31,-1,-1,23,-1,-1,32,-1,-1,50,-1,26,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1,-1,27.0,-1,-1.0,-1,-1,-1.0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,49,20,0,0,20,21,0,0,0,0,0,-1,9.192388155425117,-1,-1.0,-1,-1,60
2,-1,28,-1,-1,24,-1,-1,30,-1,-1,55,-1,27,-1,-1,46,-1,-1,28,-1,-1,-1,-1,-1,-1,2.0,-1,-1,31.0,-1,1.4142135623730951,-1,-1,-1.0,-1,-1,2,0,0,1,0,0,0,0,0,0,0,52,19,0,0,25,7,0,0,0,0,0,-1,11.01135777277262,-1,-1.0,-1,-1,54
2,-1,36,-1,-1,23,-1,-1,38,-1,-1,44,-1,26,-1,-1,41,-1,-1,35,-1,-1,-1,-1,-1,-1,2.0,-1,-1,21.0,-1,12.727922061357855,-1,-1,-1.0,-1,-1,10,0,0,1,0,0,0,0,0,0,0,58,18,0,0,10,44,0,0,0,0,0,-1,7.158910531638177,-1,-1.0,-1,-1,64
2,-1,37,-1,-1,23,-1,-1,39,-1,-1,44,-1,26,-1,-1,40,-1,-1,36,-1,-1,41,-1,-1,-1,2.0,-1,-1,21.0,-1,14.142135623730951,-1,-1,1.4142135623730951,-1,-1,10,0,0,2,0,0,0,0,0,0,0,64,19,0,0,7,50,0,0,0,0,0,-1,6.800735254367722,-1,12.103718436910205,-1,-1,78
2,-1,39,-1,-1,23,-1,-1,42,-1,-1,41,-1,26,-1,-1,39,-1,-1,53,-1,-1,40,-1,-1,-1,3.0,-1,-1,18.0,-1,38.18376618407357,-1,-1,1.4142135623730951,-1,-1,28,0,0,2,0,0,0,0,0,0,0,72,30,0,0,1,59,0,0,0,0,0,-1,8.0156097709407,-1,0.0,-1,-1,98
2,-1,38,-1,-1,23,-1,-1,39,-1,-1,42,-1,27,-1,-1,40,-1,-1,53,-1,-1,41,-1,-1,-1,1.0,-1,-1,19.0,-1,36.76955262170047,-1,-1,1.4142135623730951,-1,-1,17,0,0,2,0,0,0,0,0,0,0,56,9,0,0,5,56,0,0,0,0,0,-1,7.648529270389178,-1,1.5811388300841898,-1,-1,63
2,-1,32,-1,-1,22,-1,-1,33,-1,-1,51,-1,26,-1,-1,43,-1,-1,28,-1,-1,44,-1,-1,-1,1.0,-1,-1,29.0,-1,2.8284271247461903,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,70,26,0,0,30,30,0,0,0,0,0,-1,8.276472678623424,-1,18.560711193270585,-1,-1,74
2,-1,29,-1,-1,24,-1,-1,30,-1,-1,25,-1,26,-1,-1,47,-1,-1,28,-1,-1,48,-1,-1,-1,1.0,-1,-1,1.0,-1,2.8284271247461903,-1,-1,1.4142135623730951,-1,-1,3,0,0,2,0,0,0,0,0,0,0,66,34,0,0,40,0,0,0,0,0,0,-1,18.721645226849056,-1,20.988091861815356,-1,-1,72
